@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4, 72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250, 18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1, 4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1, 4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19, 75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1, 4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1, 2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@inputs StatusAccount, DurationMonth, CreditHistory, Purpose, CreditAmount, SavingsAccount, EmploymentSince, InstallmentRate, StatusAndSex, Guarantors, ResidenceSince, Property, Age, InstallmentPlans, Housing, NCredits, Job, NPeopleMain, Telephone, ForeignWorker
@outputs Customer
@data
A11, 11.0, A34, A40, 3939.0, A61, A73, 1, A93, A101, 2.0, A121, 40.0, A143, A152, 2.0, A172, 2, A191, A201, 1
A14, 30.0, A34, A43, 2831.0, A61, A73, 4, A92, A101, 2.0, A123, 33.0, A143, A152, 1.0, A173, 1, A192, A201, 1
A12, 18.0, A33, A49, 2427.0, A65, A75, 4, A93, A101, 2.0, A122, 42.0, A143, A152, 2.0, A173, 1, A191, A201, 1
A12, 15.0, A31, A40, 1264.0, A62, A73, 2, A94, A101, 2.0, A122, 25.0, A143, A151, 1.0, A173, 1, A191, A201, 2
A14, 13.0, A32, A43, 1409.0, A62, A71, 2, A92, A101, 4.0, A121, 64.0, A143, A152, 1.0, A173, 1, A191, A201, 1
A11, 24.0, A32, A41, 6579.0, A61, A71, 4, A93, A101, 2.0, A124, 29.0, A143, A153, 1.0, A174, 1, A192, A201, 1
A14, 15.0, A31, A43, 1569.0, A62, A75, 4, A93, A101, 4.0, A123, 34.0, A141, A152, 1.0, A172, 2, A191, A201, 1
A12, 12.0, A32, A40, 1295.0, A61, A72, 3, A92, A101, 1.0, A123, 25.0, A143, A151, 1.0, A173, 1, A191, A201, 2
A11, 24.0, A34, A40, 1199.0, A61, A75, 4, A93, A101, 4.0, A123, 60.0, A143, A152, 2.0, A172, 1, A191, A201, 2
A11, 12.0, A30, A45, 1108.0, A61, A74, 4, A93, A101, 3.0, A121, 28.0, A143, A152, 2.0, A173, 1, A191, A201, 2
A14, 12.0, A32, A41, 1413.0, A64, A74, 3, A93, A101, 2.0, A122, 55.0, A143, A152, 1.0, A173, 1, A191, A202, 1
A14, 15.0, A32, A41, 4657.0, A61, A73, 3, A93, A101, 2.0, A123, 30.0, A143, A152, 1.0, A173, 1, A192, A201, 1
A14, 24.0, A32, A42, 5511.0, A62, A73, 4, A93, A101, 1.0, A123, 25.0, A142, A152, 1.0, A173, 1, A191, A201, 1
A14, 60.0, A34, A40, 13756.0, A65, A75, 2, A93, A101, 4.0, A124, 63.0, A141, A153, 1.0, A174, 1, A192, A201, 1
A12, 60.0, A31, A410, 14782.0, A62, A75, 3, A92, A101, 4.0, A124, 60.0, A141, A153, 2.0, A174, 1, A192, A201, 2
A14, 9.0, A32, A49, 1449.0, A61, A74, 3, A92, A101, 2.0, A123, 27.0, A143, A152, 2.0, A173, 1, A191, A201, 1
A14, 18.0, A32, A49, 1950.0, A61, A74, 4, A93, A101, 1.0, A123, 34.0, A142, A152, 2.0, A173, 1, A192, A201, 1
A12, 36.0, A32, A46, 2273.0, A61, A74, 3, A93, A101, 1.0, A123, 32.0, A143, A152, 2.0, A173, 2, A191, A201, 1
A12, 12.0, A32, A43, 1331.0, A61, A72, 2, A93, A101, 1.0, A123, 22.0, A142, A152, 1.0, A173, 1, A191, A201, 2
A14, 24.0, A33, A49, 3863.0, A61, A73, 1, A93, A101, 2.0, A124, 32.0, A143, A153, 1.0, A173, 1, A191, A201, 1
A13, 10.0, A32, A42, 1275.0, A61, A72, 4, A92, A101, 2.0, A122, 23.0, A143, A152, 1.0, A173, 1, A191, A201, 1
A11, 24.0, A31, A42, 2828.0, A63, A73, 4, A93, A101, 4.0, A121, 22.0, A142, A152, 1.0, A173, 1, A192, A201, 1
A12, 60.0, A32, A40, 14027.0, A61, A74, 4, A93, A101, 2.0, A124, 27.0, A143, A152, 1.0, A174, 1, A192, A201, 2
A12, 20.0, A30, A41, 6148.0, A62, A75, 3, A94, A101, 4.0, A123, 31.0, A141, A152, 2.0, A173, 1, A192, A201, 1
A14, 21.0, A32, A43, 3160.0, A65, A75, 4, A93, A101, 3.0, A122, 41.0, A143, A152, 1.0, A173, 1, A192, A201, 1
A12, 30.0, A33, A43, 1919.0, A62, A72, 4, A93, A101, 3.0, A124, 30.0, A142, A152, 2.0, A174, 1, A191, A201, 2
A12, 30.0, A34, A42, 8386.0, A61, A74, 2, A93, A101, 2.0, A122, 49.0, A143, A152, 1.0, A173, 1, A191, A201, 2
