@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4, 72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250, 18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1, 4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1, 4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19, 75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1, 4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1, 2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@inputs StatusAccount, DurationMonth, CreditHistory, Purpose, CreditAmount, SavingsAccount, EmploymentSince, InstallmentRate, StatusAndSex, Guarantors, ResidenceSince, Property, Age, InstallmentPlans, Housing, NCredits, Job, NPeopleMain, Telephone, ForeignWorker
@outputs Customer
@data
A13, 24.0, A32, A43, 1258.0, A63, A73, 3, A92, A101, 3.0, A123, 57.0, A143, A152, 1.0, A172, 1, A191, A201, 1
A12, 6.0, A32, A43, 753.0, A61, A73, 2, A92, A103, 3.0, A121, 64.0, A143, A152, 1.0, A173, 1, A191, A201, 1
A13, 21.0, A32, A40, 2923.0, A62, A73, 1, A92, A101, 1.0, A123, 28.0, A141, A152, 1.0, A174, 1, A192, A201, 1
A14, 12.0, A32, A42, 1736.0, A61, A74, 3, A92, A101, 4.0, A121, 31.0, A143, A152, 1.0, A172, 1, A191, A201, 1
A11, 45.0, A32, A43, 1845.0, A61, A73, 4, A93, A101, 4.0, A124, 23.0, A143, A153, 1.0, A173, 1, A192, A201, 2
A12, 45.0, A34, A41, 4576.0, A62, A71, 3, A93, A101, 4.0, A123, 27.0, A143, A152, 1.0, A173, 1, A191, A201, 1
A11, 48.0, A32, A49, 4308.0, A61, A72, 3, A92, A101, 4.0, A122, 24.0, A143, A151, 1.0, A173, 1, A191, A201, 2
A14, 24.0, A32, A43, 3430.0, A63, A75, 3, A93, A101, 2.0, A123, 31.0, A143, A152, 1.0, A173, 2, A192, A201, 1
A12, 12.0, A32, A43, 766.0, A63, A73, 4, A93, A101, 3.0, A121, 66.0, A143, A152, 1.0, A172, 1, A191, A201, 2
A11, 6.0, A34, A43, 338.0, A63, A75, 4, A93, A101, 4.0, A123, 52.0, A143, A152, 2.0, A173, 1, A191, A201, 1
A14, 9.0, A32, A40, 2507.0, A63, A75, 2, A93, A101, 4.0, A124, 51.0, A143, A153, 1.0, A172, 1, A191, A201, 1
A14, 12.0, A34, A49, 1185.0, A61, A73, 3, A92, A101, 2.0, A121, 27.0, A143, A152, 2.0, A173, 1, A191, A201, 1
A14, 10.0, A34, A40, 1231.0, A61, A75, 3, A93, A101, 4.0, A121, 32.0, A143, A152, 2.0, A172, 2, A191, A202, 1
A12, 21.0, A34, A42, 2745.0, A64, A74, 3, A93, A101, 2.0, A123, 32.0, A143, A152, 2.0, A173, 1, A192, A201, 1
A12, 8.0, A32, A42, 1237.0, A61, A73, 3, A92, A101, 4.0, A121, 24.0, A143, A152, 1.0, A173, 1, A191, A201, 2
A14, 24.0, A34, A45, 2058.0, A61, A73, 4, A91, A101, 2.0, A121, 33.0, A143, A152, 2.0, A173, 1, A192, A201, 1
A12, 48.0, A34, A42, 5096.0, A61, A73, 2, A92, A101, 3.0, A123, 30.0, A143, A152, 1.0, A174, 1, A192, A201, 2
A11, 6.0, A32, A46, 448.0, A61, A72, 4, A92, A101, 4.0, A122, 23.0, A143, A152, 1.0, A173, 1, A191, A201, 2
A14, 6.0, A32, A40, 3518.0, A61, A73, 2, A93, A103, 3.0, A122, 26.0, A143, A151, 1.0, A173, 1, A191, A201, 1
A12, 18.0, A32, A43, 1113.0, A61, A73, 4, A92, A103, 4.0, A121, 26.0, A143, A152, 1.0, A172, 2, A191, A201, 1
A14, 15.0, A34, A42, 2788.0, A61, A74, 2, A92, A102, 3.0, A123, 24.0, A141, A152, 2.0, A173, 1, A191, A201, 1
A14, 24.0, A32, A48, 937.0, A61, A72, 4, A94, A101, 3.0, A123, 27.0, A143, A152, 2.0, A172, 1, A191, A201, 1
A11, 12.0, A34, A40, 4843.0, A61, A75, 3, A93, A102, 4.0, A122, 43.0, A143, A151, 2.0, A173, 1, A192, A201, 2
A12, 36.0, A31, A44, 3990.0, A65, A72, 3, A92, A101, 2.0, A124, 29.0, A141, A152, 1.0, A171, 1, A191, A201, 1
A14, 10.0, A32, A41, 2901.0, A65, A72, 1, A92, A101, 4.0, A121, 31.0, A143, A151, 1.0, A173, 1, A191, A201, 1
A13, 12.0, A34, A40, 1480.0, A63, A71, 2, A93, A101, 4.0, A124, 66.0, A141, A153, 3.0, A171, 1, A191, A201, 1
A11, 24.0, A32, A42, 3345.0, A61, A75, 4, A93, A101, 2.0, A122, 39.0, A143, A151, 1.0, A174, 1, A192, A201, 2
