@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4, 72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250, 18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1, 4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1, 4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19, 75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1, 4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1, 2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@inputs StatusAccount, DurationMonth, CreditHistory, Purpose, CreditAmount, SavingsAccount, EmploymentSince, InstallmentRate, StatusAndSex, Guarantors, ResidenceSince, Property, Age, InstallmentPlans, Housing, NCredits, Job, NPeopleMain, Telephone, ForeignWorker
@outputs Customer
@data
A14, 36.0, A32, A42, 10974.0, A61, A71, 4, A92, A101, 2.0, A123, 26.0, A143, A152, 2.0, A174, 1, A192, A201, 2
A12, 9.0, A34, A43, 1154.0, A61, A75, 2, A93, A101, 4.0, A121, 37.0, A143, A152, 3.0, A172, 1, A191, A201, 1
A12, 21.0, A33, A40, 2353.0, A61, A73, 1, A91, A101, 4.0, A122, 47.0, A143, A152, 2.0, A173, 1, A191, A201, 1
A12, 30.0, A32, A43, 1715.0, A65, A73, 4, A92, A101, 1.0, A123, 26.0, A143, A152, 1.0, A173, 1, A191, A201, 1
A11, 15.0, A34, A42, 1433.0, A61, A73, 4, A92, A101, 3.0, A122, 25.0, A143, A151, 2.0, A173, 1, A191, A201, 1
A12, 24.0, A34, A43, 1743.0, A61, A75, 4, A93, A101, 2.0, A122, 48.0, A143, A152, 2.0, A172, 1, A191, A201, 1
A11, 36.0, A32, A42, 3959.0, A61, A71, 4, A93, A101, 3.0, A122, 30.0, A143, A152, 1.0, A174, 1, A192, A201, 1
A14, 12.0, A32, A43, 2171.0, A61, A72, 2, A92, A101, 2.0, A123, 29.0, A141, A152, 1.0, A173, 1, A191, A201, 1
A14, 12.0, A34, A49, 1412.0, A61, A73, 4, A92, A103, 2.0, A121, 29.0, A143, A152, 2.0, A174, 1, A192, A201, 1
A12, 24.0, A34, A410, 11938.0, A61, A73, 2, A93, A102, 3.0, A123, 39.0, A143, A152, 2.0, A174, 2, A192, A201, 2
A13, 15.0, A32, A46, 392.0, A61, A72, 4, A92, A101, 4.0, A122, 23.0, A143, A151, 1.0, A173, 1, A192, A201, 1
A14, 36.0, A33, A49, 9572.0, A61, A72, 1, A91, A101, 1.0, A123, 28.0, A143, A152, 2.0, A173, 1, A191, A201, 2
A11, 12.0, A32, A43, 674.0, A62, A74, 4, A94, A101, 1.0, A122, 20.0, A143, A152, 1.0, A173, 1, A191, A201, 2
A14, 9.0, A32, A43, 1478.0, A61, A74, 4, A93, A101, 2.0, A123, 22.0, A143, A152, 1.0, A173, 1, A191, A201, 2
A11, 24.0, A32, A40, 915.0, A65, A75, 4, A92, A101, 2.0, A123, 29.0, A141, A152, 1.0, A173, 1, A191, A201, 2
A12, 48.0, A31, A40, 12169.0, A65, A71, 4, A93, A102, 4.0, A124, 36.0, A143, A153, 1.0, A174, 1, A192, A201, 1
A14, 24.0, A32, A43, 1901.0, A62, A73, 4, A93, A101, 4.0, A123, 29.0, A143, A151, 1.0, A174, 1, A192, A201, 1
A12, 13.0, A34, A43, 882.0, A61, A72, 4, A93, A103, 4.0, A121, 23.0, A143, A152, 2.0, A173, 1, A191, A201, 1
A13, 12.0, A32, A40, 1330.0, A61, A72, 4, A93, A101, 1.0, A121, 26.0, A143, A152, 1.0, A173, 1, A191, A201, 1
A14, 24.0, A32, A41, 2670.0, A61, A75, 4, A93, A101, 4.0, A123, 35.0, A143, A152, 1.0, A174, 1, A192, A201, 1
A11, 36.0, A32, A41, 5493.0, A61, A75, 2, A93, A101, 4.0, A124, 42.0, A143, A153, 1.0, A173, 2, A191, A201, 1
A11, 6.0, A34, A40, 609.0, A61, A74, 4, A92, A101, 3.0, A122, 37.0, A143, A152, 2.0, A173, 1, A191, A202, 1
A11, 24.0, A33, A40, 1333.0, A61, A71, 4, A93, A101, 2.0, A121, 43.0, A143, A153, 2.0, A173, 2, A191, A201, 2
A14, 9.0, A32, A46, 3832.0, A65, A75, 1, A93, A101, 4.0, A121, 64.0, A143, A152, 1.0, A172, 1, A191, A201, 1
A11, 48.0, A34, A41, 6331.0, A61, A75, 4, A93, A101, 4.0, A124, 46.0, A143, A153, 2.0, A173, 1, A192, A201, 2
A12, 48.0, A30, A410, 18424.0, A61, A73, 1, A92, A101, 2.0, A122, 32.0, A141, A152, 1.0, A174, 1, A192, A202, 2
A12, 60.0, A32, A46, 6288.0, A61, A73, 4, A93, A101, 4.0, A124, 42.0, A143, A153, 1.0, A173, 1, A191, A201, 2
