@relation german
@attribute StatusAccount {A11, A12, A14, A13}
@attribute DurationMonth integer [4, 72]
@attribute CreditHistory {A34, A32, A33, A30, A31}
@attribute Purpose {A43, A46, A42, A40, A41, A49, A44, A45, A410, A48}
@attribute CreditAmount integer [250, 18424]
@attribute SavingsAccount {A65, A61, A63, A64, A62}
@attribute EmploymentSince {A75, A73, A74, A71, A72}
@attribute InstallmentRate integer [1, 4]
@attribute StatusAndSex {A93, A92, A91, A94}
@attribute Guarantors {A101, A103, A102}
@attribute ResidenceSince integer [1, 4]
@attribute Property {A121, A122, A124, A123}
@attribute Age integer [19, 75]
@attribute InstallmentPlans {A143, A141, A142}
@attribute Housing {A152, A153, A151}
@attribute NCredits integer [1, 4]
@attribute Job {A173, A172, A174, A171}
@attribute NPeopleMain integer [1, 2]
@attribute Telephone {A192, A191}
@attribute ForeignWorker {A201, A202}
@attribute Customer {1,2}
@inputs StatusAccount, DurationMonth, CreditHistory, Purpose, CreditAmount, SavingsAccount, EmploymentSince, InstallmentRate, StatusAndSex, Guarantors, ResidenceSince, Property, Age, InstallmentPlans, Housing, NCredits, Job, NPeopleMain, Telephone, ForeignWorker
@outputs Customer
@data
A14, 42.0, A32, A43, 7166.0, A65, A74, 2, A94, A101, 4.0, A122, 29.0, A143, A151, 1.0, A173, 1, A192, A201, 1
A11, 24.0, A31, A40, 1193.0, A61, A71, 1, A92, A102, 4.0, A124, 29.0, A143, A151, 2.0, A171, 1, A191, A201, 2
A14, 24.0, A33, A40, 2538.0, A61, A75, 4, A93, A101, 4.0, A123, 47.0, A143, A152, 2.0, A172, 2, A191, A201, 2
A14, 48.0, A32, A49, 4844.0, A61, A71, 3, A93, A101, 2.0, A123, 33.0, A141, A151, 1.0, A174, 1, A192, A201, 2
A14, 12.0, A34, A46, 3565.0, A65, A72, 2, A93, A101, 1.0, A122, 37.0, A143, A152, 2.0, A172, 2, A191, A201, 1
A11, 30.0, A32, A41, 3857.0, A61, A73, 4, A91, A101, 4.0, A122, 40.0, A143, A152, 1.0, A174, 1, A192, A201, 1
A14, 12.0, A32, A43, 804.0, A61, A75, 4, A93, A101, 4.0, A123, 38.0, A143, A152, 1.0, A173, 1, A191, A201, 1
A14, 12.0, A34, A49, 1264.0, A65, A75, 4, A93, A101, 4.0, A124, 57.0, A143, A151, 1.0, A172, 1, A191, A201, 1
A11, 24.0, A32, A410, 1755.0, A61, A75, 4, A92, A103, 4.0, A121, 58.0, A143, A152, 1.0, A172, 1, A192, A201, 1
A11, 12.0, A31, A48, 339.0, A61, A75, 4, A94, A101, 1.0, A123, 45.0, A141, A152, 1.0, A172, 1, A191, A201, 1
A14, 24.0, A34, A43, 2872.0, A62, A75, 3, A93, A101, 4.0, A121, 36.0, A143, A152, 1.0, A173, 2, A192, A201, 1
A14, 24.0, A32, A42, 3972.0, A61, A74, 2, A92, A101, 4.0, A122, 25.0, A143, A151, 1.0, A173, 1, A192, A201, 1
A12, 18.0, A30, A42, 3244.0, A61, A73, 1, A92, A101, 4.0, A123, 33.0, A141, A152, 2.0, A173, 1, A192, A201, 1
A14, 6.0, A34, A43, 1382.0, A61, A73, 1, A92, A101, 1.0, A123, 28.0, A143, A152, 2.0, A173, 1, A192, A201, 1
A14, 9.0, A34, A46, 936.0, A63, A75, 4, A93, A101, 2.0, A123, 52.0, A143, A152, 2.0, A173, 1, A192, A201, 1
A11, 12.0, A32, A48, 902.0, A61, A74, 4, A94, A101, 4.0, A122, 21.0, A143, A151, 1.0, A173, 1, A191, A201, 2
A12, 9.0, A32, A42, 2030.0, A65, A74, 2, A93, A101, 1.0, A123, 24.0, A143, A152, 1.0, A173, 1, A192, A201, 1
A11, 12.0, A32, A42, 1262.0, A65, A75, 2, A91, A101, 4.0, A122, 49.0, A143, A152, 1.0, A172, 1, A192, A201, 1
A11, 12.0, A30, A43, 6199.0, A61, A73, 4, A93, A101, 2.0, A122, 28.0, A143, A151, 2.0, A173, 1, A192, A201, 2
A13, 12.0, A33, A40, 2247.0, A61, A73, 2, A92, A101, 2.0, A123, 36.0, A142, A152, 2.0, A173, 1, A192, A201, 1
A14, 24.0, A33, A41, 4679.0, A61, A74, 3, A93, A101, 3.0, A123, 35.0, A143, A152, 2.0, A172, 1, A192, A201, 1
A12, 12.0, A34, A43, 3573.0, A61, A73, 1, A92, A101, 1.0, A121, 23.0, A143, A152, 1.0, A172, 1, A191, A201, 1
A14, 6.0, A34, A43, 700.0, A65, A75, 4, A93, A101, 4.0, A124, 36.0, A143, A153, 2.0, A173, 1, A191, A201, 1
A14, 12.0, A32, A40, 2133.0, A65, A75, 4, A92, A101, 4.0, A124, 52.0, A143, A153, 1.0, A174, 1, A192, A201, 1
A12, 24.0, A30, A49, 4241.0, A61, A73, 1, A93, A101, 4.0, A121, 36.0, A143, A152, 3.0, A172, 1, A192, A201, 2
A14, 18.0, A32, A43, 1505.0, A61, A73, 4, A93, A101, 2.0, A124, 32.0, A143, A153, 1.0, A174, 1, A192, A201, 1
A12, 12.0, A34, A42, 3617.0, A61, A75, 1, A93, A101, 4.0, A123, 28.0, A143, A151, 3.0, A173, 1, A192, A201, 1
